,name,country,sector,founded,marketcap,revenue,employees,website,ceo
25185,SOJITZ CORP,TOKYO,,,20550000000,,19463,,MR MASAYOSHI FUJIMOTO
25186,SOK MARKETLER TICARET A S,TURKEY,,,,,39659,,
25187,SOKOLOVASPACEO 16212342,IDA VIRU MAAKOND KOHTLA J RVE LINN J RVE LINNAOSA UUS TN A,BUYING AND SELLING OF OWN REAL ESTATE,,,,,,
25188,SOKOMAN MINERALS CORP,CANADA,,,,,99,,MR TIMOTHY FROUDE P GEO P GEO
25189,SOL,ITALY,,1962,2089000000,,4786,HTTPS://SOL.DU.AC.IN/,ENGINEER ALDO FUMAGALLI ROMARIO
25190,SOL GEL TECHNOLOGIES LTD,ISRAEL,,2006,15132000000,1963000,65,HTTPS://WWW.SOLAREDGE.COM/,DR ALON SERI LEVY
25191,SOL GLOBAL INVESTMENTS CORP,CANADA,,,,,,,MR ANDREW A DEFRANCESCO
25192,SOLABO,JAPAN,MANAGEMENT CONSULTING,2015,,4,50,HTTPS://SO-LABO.CO.JP/,
25193,SOLAIMALAI ENTERPRISES,INDIA,LOGISTICS,1995,2217000000,479000000,,HTTPS://SOLARGROUP.COM/,
25194,SOLAR A S,DENMARK,SOFTWARE TECH,,1520000000,,2936,,MR JENS E ANDERSEN
25195,SOLAR APPLIED MATERIALS TECHNOLOGY CORP,TAIWAN,,,1063000000,,,HTTP://WWW.SOLARTECH.COM.TW/,DR CHIEN YUNG MA
25196,SOLAR CENTURY HOLDINGS LIMITED,UNITED KINGDOM,,,,,3937,,MR XIN TAN
25197,SOLAR CLIM BF COTE D AZUR,FRANCE,CONSTRUCTION,2009,,3,10,HTTPS://WWW.SOLARCLIMPACA.FR/,
25198,SOLAR INDUSTRIES INDIA,INDIA,CHEMICALS AGRI INPUTS,1995,,,,,
25199,SOLAR INTEGRATED ROOFING,USA,ENERGY ELECTRICITY RENEWABLE ENERGY,,34370000,,,,
25200,SOLAR NATURALLY,AUSTRALIA,ENERGY,2011,,34,112,HTTPS://WWW.SOLARNATURALLY.COM.AU/,
25201,SOLARA ACTIVE PHARMA SCIENCES,INDIA,PHARMA,2018,,,,,
25202,SOLAREDGE,ISRAEL,ENERGY ELECTRICITY RENEWABLE ENERGY,,17370000000,,,,
25203,SOLARIA ENERG A,SPAIN,RENEWABLE ENERGY ELECTRICITY ENERGY,2002,2750000000,95000000,128,HTTPS://WWW.SOLARIAENERGIA.COM/,MR PABLO BURGOS GALINDEZ
25204,SOLARIG GENSOL UTILITIES,INDIA,POWER,2015,,,,,
25205,SOLARIS AND MORE,GERMANY,ENERGY,2011,,4692660,30,,
25206,SOLARIS BUS COACH,BOLECHOWO,AUTOMOTIVE INDUSTRY,1999,,,,,
25207,SOLARIS CHEMTECH,INDIA,CHEMICALS,1970,,,,,
25208,SOLARIS OILFIELD INFRASTRUCTURE,USA,OIL GAS ENERGY INFRASTRUCTURE,1999,500000000,718000000,2147,HTTPS://WWW.SOLARWINDS.COM/,
25209,SOLARIS RESOURCES INC,CANADA,PRECIOUS METALS,,1262000000,,,HTTPS://WWW.SOLARISRESOURCES.COM/,MR DANIEL EARLE
25210,SOLARIS YACHTS,ITALY,INDUSTRIAL GOODS,1974,,33,97,HTTPS://WWW.SOLARISYACHTS.COM/,
25211,SOLARISBANK,GERMANY,FINTECH,2016,,35938000,369,HTTPS://WWW.SOLARISBANK.DE/,
25212,SOLARSPARKO 16559382,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA VESIV RAVA TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25213,SOLARTECH INTERNATIONAL HOLDINGS LTD,HONG KONG,,,,,500,,
25214,SOLARTIS TECHNOLOGY SERVICES,UNITED STATES USA,IT SERVICES CONSULTING,2004,,,,,
25215,SOLARWORLD,BONN,INDUSTRIAL MACHINERY,1988,,,,,
25216,SOLASTO CORPORATION,JAPAN,SALES MARKETING,2008,1286000000,855000000,27174,HTTPS://WWW.SOLASTO.CO.JP/,
25217,SOLDATS FILMS,FRANCE,MEDIA,2012,,2320653,8,HTTPS://WWW.SOLDATS.TV/,
25218,SOLECTRIC,GERMANY,TECHNOLOGY,2012,,40,30,HTTPS://WWW.SOLECTRIC.DE,
25219,SOLEGREEN LTD,ISRAEL,,,,,23,,
25220,SOLGOLD PLC,AUSTRALIA,,,,,973,,MR DARRYL CUZZUBBO B E M B A MAST
25221,SOLID BIOSCIENCES,USA,PHARMACEUTICALS BIOTECH,,130000000,,,,
25222,SOLID CAGE CAREERS,MACOMB,INFORMATION TECHNOLOGY SERVICES,2009,,,25,WWW.SOLIDCAGE.COM,
25223,SOLID POWER,USA,BATTERIES ELECTRICITY,,510000000,,,,
25224,SOLID STATE PLC,UNITED KINGDOM,,,,,300,,MR GARY STEPHEN MARSH
25225,SOLID YEAR CO LTD,TAIWAN,,,,,,,
25226,SOLIDIUM,HELSINKI,INVESTMENT SERVICES,2008,,,,,
25227,SOLIDSPARROWO 14605959,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
25228,SOLIDUS BIDCO SPA,ITALY,,,,,,,
25229,SOLINAIR,LJUBLJANA,AIRLINES,1991,,,,,
25230,SOLITARIO ZINC,USA,MINING,,42090000,,,,
25231,SOLLERS PJSC,RUSSIA,,,,,,,
25232,SOLLIS SOLARGRO HANDEL,GERMANY,RETAIL,2017,,11860100,6,HTTPS://WWW.SOLLIS.DE/,MR UWE BRODTMANN
25233,SOLNABERG PROPERTY AB,SWEDEN,,,,,1,,MR STEFAN OLANDER
25234,SOLNET GREEN ENERGY,FINLAND,ENERGY,2014,,3,11,HTTPS://SOLNET.GROUP/,MR KARI LEHTOSALO
25235,SOLO BRANDS INC,NYSE,,,938000000,,,,
25236,SOLO IO,UNITED STATES,INTERNET SOFTWARE SERVICES,2017,,,,,
25237,SOLOCAL GROUP SA,FRANCE,,,,,2282,,
25238,SOLOMON SYSTECH INTERNATIONAL LTD,HONG KONG,SUPPORT SERVICES,2008,,3,335,HTTPS://WWW.SOLTENGROUP.COM,MR WAH CHI WANG
25239,SOLSOL,CZECH REPUBLIC,ENERGY,2012,,7,5,HTTPS://WWW.SOLSOL.CZ/,
25240,SOLTEC POWER HOLDINGS SA,SPAIN,,,,,598,,MR RAUL MORALES TORRES
25241,SOLUCIONES CUATROOCHENTA S L,SPAIN,,,,,,,MR ALFREDO RAUL CEBRIAN FUERTES
25242,SOLUGEN,UNITED STATES,OTHER,2016,,,,,
25243,SOLULAB INC,INDIA,IT SERVICES CONSULTING,2014,,,,,
25244,SOLUM CO LTD,SOUTH KOREA,,,1230000000,,238,HTTPS://WWW.SOLU-M.COM/,DAEJE CHIN
25245,SOLUS ADVANCED MATERIALS,SOUTH KOREA,,,1350000000,250000000,,HTTPS://WWW.SOLUSADVANCEDMATERIALS.COM/EN,
25246,SOLUTION DYNAMICS LTD,NEW ZEALAND,,,,,98,,
25247,SOLUTIONS 30 S E,LUXEMBOURG,TECHNOLOGY,2016,,18939430,23,HTTPS://WWW.SOLUTIONS30.COM/,
25248,SOLUTIONS CAPITAL MANAGEMENT SIM S P A,ITALY,MANAGEMENT CONSULTING,2016,,18939430,16,,MR ANTONELLO SANNA
25249,SOLVAC,BELGIUM,BASIC MATERIALS,1983,2805000000,329000000,21000,HTTPS://WWW.SOLVAC.BE/,ILHAM KADRI
25250,SOLVAY S A,BRUSSELS,SPECIALTY CHEMICALS,1863,6707000000,1477000000,7021,HTTPS://WWW.SOMFY.COM/,MR AFFONSO NINA
25251,SOLWERS OYJ,FINLAND,,,,,371,,
25252,SOM AUTOTECH,INDIA,AUTO COMPONENTS,2011,260000000,,,,
25253,SOM DISTILLERIES BREWERIES,INDIA,BEVERAGE,1986,,,,,
25254,SOM PROJECTS S P L,INDIA,ENGINEERING CONSTRUCTION,1986,,,,,
25255,SOMALOGIC,USA,DIAGNOSTICS BIOTECH,,630000000,,,,
25256,SOMANY CERAMICS,INDIA,BUILDING MATERIAL,1968,,,,,
25257,SOMATUS,UNITED STATES,HEALTH,2016,,,,,
25258,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LTD,THAILAND,,,,,,,
25259,SOMEC,LUGO,RECREATIONAL PRODUCTS,1973,5250000000,35670000000,48115,,KENGO SAKURADA
25260,SOMEC S P A,ITALY,,,,,800,,MR GIAN CARLO CORAZZA
25261,SOMERFORD ASSOCIATES,UK,TECHNOLOGY,2001,,18757685,55,HTTPS://WWW.SOMERFORDASSOCIATES.COM/,
25262,SOMERLEY CAPITAL HOLDINGS LTD,HONG KONG,,,,,50,,
25263,SOMIC ZF COMPONENTS,INDIA,AUTO COMPONENTS,1995,,,,,
25264,SOMIKA SARL,DEMOCRATIC REPUBLIC OF THE,,2001,,,,,
25265,SOMNOMED LIMITED,AUSTRALIA,,,,,,,MR NEIL VERDAL AUSTIN
25266,SOMPO HOLDINGS,JAPAN,RENTAL AND LEASING SERVICES REAL ESTATE TRAVEL,2001,15302000000,30137000,323,HTTPS://WWW.SOMPO-HD.COM/EN,SATOSHI KASAI
25267,SONA ALLOYS,INDIA,METALS MINING,2007,1228000000,695000000,,HTTPS://WWW.SONATA-SOFTWARE.COM/,
25268,SONA BLW PRECISION FORGINGS LIMITED,INDIA,AUTO COMPONENTS,1995,5749000000,255000000,,HTTPS://WWW.SONACOMSTAR.COM/,
25269,SONAE,MAIA,DIVERSIFIED INDUSTRIALS,1959,2029999999,65,700,HTTPS://WWW.SONDER.COM/,MR KENICHIRO YOSHIDA
25270,SONAE SGPS S A,PORTUGAL,,1959,2084000000,,,HTTPS://WWW.SONAE.PT/,
25271,SONALIKA GROUP OF COMPANIES,INDIA,AUTOMOBILE,1969,,,,,
25272,SONAR SONARQUBE SONARCLOUD SONARLINT,SWITZERLAND,TECHNOLOGY,2008,,83632640,195,HTTPS://WWW.SONARSOURCE.COM/,
25273,SONARSOURCE,SWITZERLAND,INTERNET SOFTWARE SERVICES,2008,,2,39,HTTPS://SONARWORKS.COM/,
25274,SONATA SOFTWARE,INDIA,IT SERVICES CONSULTING,1986,,,,,
25275,SONATRACH,ALGERIA,OIL GAS,1963,,,,,
25276,SONATRACH RAFFINERIA ITALIANA SRL,ITALY,MANUFACTURING,2018,,,,,
25277,SONDERMIND,UNITED STATES,HEALTH,2014,,,,,
25278,SONDOTECNICA ENGENHARIA DE SOLOS SA,BRAZIL,,,,,,,MR JAIME ROTSTEIN
25279,SONEPAR ITALIA SPA,ITALY,WHOLESALE TRADE,1978,,,,,
25280,SONESTA INTERNATIONAL HOTELS CORPORATION,UNITED STATES,,,,,,,
25281,SONETEL AB,SWEDEN,,,,,30,,MR HENRIK THOM
25282,SONGCHENG PERFORMANCE DEVELOPMENT,CHINA,,1994,6158000000,172000000,,HTTPS://WWW.SONGCN.COM/,MS XIAN ZHANG
25283,SONIC AUTOMOTIVE,USA,HEALTHCARE MEDICAL CARE FACILITIES,1997,1800000000,12396000,10200,HTTPS://WWW.SONICAUTOMOTIVE.COM/,
25284,SONIC HEALTHCARE,AUSTRALIA,HEALTH CARE EQUIPMENT SERVICES,1934,9840000000,7080000000,37000,HTTPS://WWW.SONICHEALTHCARE.COM/,COLIN S GOLDSCHMIDT M D
25285,SONIC INTERFREIGHT PUBLIC COMPANY LTD,THAILAND,,,,,,,DR SANTISUK KOSIARPAT PH D
25286,SONIC TAN CSAD S SZOLG LTAT KFT,HUNGARY,TECHNOLOGY,2008,,4646080,10,HTTP://WWW.MIKROSONIC.HU/,
25287,SONICON CONSTRUCTION,MALAYSIA,CONSTRUCTION,2016,,1,26,HTTPS://CORINGMALAYSIA.COM/,
25288,SONIDA SENIOR LIVING,,HEALTHCARE MEDICALCAREFACILITIES,,100000000,200000000,3400,,
25289,SONNENBLUMEO 12264230,,,,,,,,
25290,SONOCO PRODUCTS COMPANY,USA,PHARMACEUTICALS BIOTECH,1899,6421000000,5590000,23000,HTTPS://WWW.SONOCO.COM/,MR ROBERT HOWARD COKER
25291,SONOS CAREERS,SANTA BARBARA,COMPUTER HARDWARE,2002,,,3000,WWW.SONOS.COM,
25292,SONOSCAPE MEDICAL,CHINA,,,1888000000,,2127,HTTPS://WWW.SONOSCAPE.COM/,
25293,SONOVA,SWITZERLAND,MEDICAL DEVICES,1947,15640000000,3450000000,14508,HTTPS://WWW.SONOVA.COM/,ARND KALDOWSKI
25294,SONOVISION AETOS,INDIA,IT SERVICES CONSULTING,2006,,,,,
25295,SONY ATV MUSIC PUBLISHING UK LIMITED,UNITED KINGDOM,,,,,,,
25296,SONY CORPORATION OF AMERICA,UNITED STATES,,,,,,,
25297,SONY ERICSSON,,MOBILE PHONE,,,,,,
25298,SONY EUROPE B V,ITALY,WHOLESALE TRADE,2018,,,,,
25299,SONY GROUP CORPORATION,JAPAN,TECHNOLOGY,,126640000000,,,,
25300,SONY INDIA SOFTWARE CENTER,INDIA,CONSUMER ELECTRONICS APPLIANCES,1997,,,,,
25301,SONY MUSIC HOLDINGS INC,UNITED STATES,,,,,,,
25302,SONY PICTURES NETWORKS DISTRIBUTION INDIA PVT LTD,INDIA,MEDIA ENTERTAINMENT,1995,,,,,
25303,SOO KEE SKJ,,JEWELLERY,,,,,,
25304,SOOCHOW SECURITIES,CHINA,,1993,6897000000,1619000,3722,HTTP://WWW.DWJQ.COM.CN/,
25305,SOOJUSPARTNERO 12677819,RAPLA MAAKOND KOHILA VALD HAGERI K LA TAMME TEE,ENGINEERING ACTIVITIES AND RELATED TECHNICAL CONSULTANCY,,,,,,
25306,SOOMAARAHVUSPARGIADMINISTRATSIOON 70001774,,,,,,,,
25307,SOON LIAN HOLDINGS LTD,SINGAPORE,,,,,70,,MR YEE LEONG TAN
25308,SOORCE,GERMANY,SUPPORT SERVICES,2004,,15639618,22,HTTPS://WWW.SOORCE.DE,
25309,SOPAN,INDIA,INDUSTRIAL MACHINERY,2001,,,,,
25310,SOPHEON PLC,UNITED KINGDOM,,,,,,,
25311,SOPHIA GENETICS,SWITZERLAND,SOFTWARE TECH,,190000000,,415,,DR JURGI CAMBLONG M B A PH D
25312,SOPHIC,MALAYSIA,TECHNOLOGY,2007,,16,623,HTTPS://SOPHICAUTOMATION.COM/,
25313,SOPHOS GROUP,UK,TECHNOLOGY,1987,5454000000,709000000,3500,HTTPS://WWW.SOPHOS.COM/,
25314,SOPHOS TECHNOLOGIES,INDIA,IT SERVICES CONSULTING,1985,,,,,
25315,SOPRA BANKING SOFTWARE,FRANCE,IT SERVICES CONSULTING,2012,4176999999,5164000,46000,HTTPS://WWW.SOPRASTERIA.COM/,
25316,SOPRA GROUP LIMITED,UNITED KINGDOM,,,,,,,
25317,SOPRA STERIA,ANNECY,SOFTWARE,1968,,,,,
25318,SOPRA STERIA GROUP SA,FRANCE,TECHNOLOGY,,,5164000,46000,,
25319,SOPRANO OYJ,FINLAND,PRODOTTI INDUSTRIALI,,,,94,,MR PAULIINA LAUTANEN NISSI
25320,SOQUIMICH COMERCIAL SA,CHILE,TECH,,26840000,,83,,
25321,SORARE,FRANCE,INTERNET SOFTWARE SERVICES,2019,,,,,
25322,SORGENIA POWER SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,2003,,,8,,MR RUDOLPH GENTILE
25323,SORRENTO THERAPEUTICS,USA,PHARMACEUTICALS BIOTECH,1989,520000000,52000000,799,HTTPS://SORRENTOTHERAPEUTICS.COM/,
25324,SORTIMO,ZUSMARSHAUSEN,INDUSTRIAL SUPPLIERS,1973,,3396000,85,HTTPS://WWW.SORTLIST.COM/,
25325,SOS ACCESSOIRE,FRANCE,ECOMMERCE,2007,,14690408,44,HTTPS://WWW.SOS-ACCESSOIRE.COM/,
25326,SOS CHILDREN S VILLAGE,AUSTRIA,NON PROFIT,1949,,,,,
25327,SOS TARIFFE,ITALY,ECOMMERCE,2010,,7,35,HTTPS://WWW.SOSTARIFFE.IT,
25328,SOSEI GROUP CORP,JAPAN,,1990,1329000000,129000000,198,HTTPS://SOSEIHEPTARES.COM/?CTRY=EN,MR SHINICHI TAMURA
25329,SOSILA LOGISTICS REIT,JAPAN,,,895000000,,5085,HTTPS://SOSILA-REIT.CO.JP/EN/,HIDEKI YANO
25330,SOTC TRAVEL SERVICES,INDIA,TRAVEL TOURISM,1949,,,,,
25331,SOTECO ENGINEERING S R L,ITALY,TECNOLOGIA,,,,2011,,
25332,SOTERA HEALTH,USA,DIAGNOSTICSANDTESTING HEALTHCARE,1978,2350000000,990000000,3000,HTTPS://SOTERAHEALTH.COM/,MR MICHAEL B PETRAS JR
25333,SOTETSU HOLDINGS,JAPAN,E COMMERCE DIRECT TO CONSUMER,2012,1949000000,1581000,5118,HTTPS://WWW.SOTETSU.CO.JP/,
25334,SOTHEBY S,UNITED KINGDOM,TECHNOLOGY,2014,,2,32,HTTPS://WWW.SOURCEBREAKER.COM/,
25335,SOTI,CANADA,SOFTWARE PRODUCT,1995,,,,,
25336,SOTKAMO SILVER AB,SWEDEN,,,,,49,,
25337,SOU 300 GROUP HOLDING CO,CHINA,,,,,,,
25338,SOUCHE,CHINA,,2012,,,,,
25339,SOUDAL,TURNHOUT,SPECIALTY CHEMICALS,1966,,,,,
25340,SOUL TABLES,SINGAPORE,RETAIL,2012,,3,14,HTTPS://WWW.SOULANDTABLES.COM.SG/,
25341,SOULSPACEO 16594757,HARJU MAAKOND TALLINN HAABERSTI LINNAOSA ISM E TEE,ARTISTIC CREATION,,,,,,
25342,SOULSPAINO 14414662,,,,,,,,
25343,SOUND CASTINGS,INDIA,INDUSTRIAL MACHINERY,1988,460000000,,,,
25344,SOUNDHOUND AI,USA,TECH SOFTWARE,1910,210000000,1992000,1173,HTTPS://WWW.SJINDUSTRIES.COM,
25345,SOUNDSPACEO 14869306,HARJU MAAKOND TALLINN MUSTAM E LINNAOSA EHITAJATE TEE,PRODUCTION AND PRESENTATION OF LIVE CONCERTS MUSICAL CREATION AND OTHER SIMILAR ACTIVITIES,,,,,,
25346,SOURCE CENTRAL,AUSTRALIA,TECHNOLOGY,2005,,10,32,HTTPS://WWW.SOURCECENTRAL.COM.AU/,
25347,SOURCEBIO INTERNATIONAL PLC,UNITED KINGDOM,,,,,194,,
25348,SOURCEDESK GLOBAL,CANADA,IT SERVICES CONSULTING,2010,,,,,
25349,SOURCEGRAPH,UNITED STATES,INTERNET SOFTWARE SERVICES,2013,,,,,
25350,SOURCESENSE S P A,ITALY,,,,,143,,MR MARCO BRUNI
25351,SOURCING FORCE,FRANCE,TECHNOLOGY,2011,,12806965,30,,
25352,SOUTH CENTRAL RAILWAY,INDIA,RAILWAYS,1966,,,511,,
25353,SOUTH EASTERN COALFIELDS,INDIA,METALS MINING,1985,,,,,
25354,SOUTH INDIAN BANK,INDIA,BANKING,1929,470000000,,,,
25355,SOUTH JERSEY INDUSTRIES,USA,BANKS FICIAL SERVICES,1933,4330000000,1369000,4929,HTTPS://WWW.SOUTHSTATEBANK.COM/,
25356,SOUTH PORT NEW ZEALAND LTD,NEW ZEALAND,,,,,107,,
25357,SOUTH STATE CORP,UNITED STATES,INDUSTRIALS,1967,6590000000,1510000000,4929,,MR JOHN C CORBETT
25358,SOUTH32,AUSTRALIA,MINING,2015,13120000000,9269000,13576,HTTPS://WWW.SOUTH32.NET/,GRAHAM KERR
25359,SOUTH32 LIMITED,PERTH,,,18670000000,,13576,,MR GRAHAM KERR BBUS FCPA
25360,SOUTHEAST CEMENT CO LTD,TAIWAN,,,,,2346,,
25361,SOUTHERN ALLIANCE MINING LTD,MALAYSIA,,1952,,,14700,,MR KOK SAM PEK
25362,SOUTHERN CALIFORNIA GAS COMPANY PFD SER A 6,USA,MINING,,3093000000,5515000,,HTTP://WWW.SEMPRA.COM/,
25363,SOUTHERN COMPANY,UNITED STATES,UTILITIES,1945,74340000000,23200000000,27300,,TOM FANNING
25364,SOUTHERN COPPER CORPORATION,UNITED STATES,BASIC MATERIALS,1952,59460000000,10934000,14700,HTTP://WWW.SOUTHERNCOPPERCORP.COM,MR OSCAR GONZALEZ ROCHA
25365,SOUTHERN CROSS ELECTRICAL ENGINEERING LIMITED,AUSTRALIA,,,,,2000,,MR GRAEME DUNN
25366,SOUTHERN KUZBASS COAL COMPANY PUBLIC JOINT STOCK COMPANY,RUSSIA,,,,,141,,
25367,SOUTHERN MISSOURI BANCORP,USA,BANKS FICIAL SERVICES,,440000000,237000000,,,
25368,SOUTHERN PARKS LIMITED,UNITED KINGDOM,,,,,,,
25369,SOUTHERN PETROCHEMICAL INDUSTRIES CORP,INDIA,OIL GAS CHEMICALS FERTILIZER,1969,180000000,,,,
25370,SOUTHERN PROVINCE CEMENT COMPANY,SAUDI ARABIA,,,2610000000,357000000,1670,HTTPS://SPCC.SA/,
25371,SOUTHERN PUBLISHING AND MEDIA,CHINA,,,1259000000,,902,HTTP://WWW.NFCB.COM.CN/,
25372,SOUTHERN SILVER EXPLORATION CORP,CANADA,,,,,,,MR LAWRENCE PETER PAGE B A L L B LL B Q C
25373,SOUTHGOBI RESOURCES LTD,HONG KONG,,1967,,,235,,MR DALANGUERBAN
25374,SOUTHSIDE BANCSHARES,USA,BANKS FICIAL SERVICES,1967,1236000000,237000000,55100,HTTPS://WWW.SOUTHSIDE.COM/,ROBERT E JORDAN
25375,SOUTHWEST AIRLINES,TEXAS,CONGLOMERATE,1967,23830000000,15800000000,62333,HTTPS://WWW.SWGASHOLDINGS.COM,MR ROBERT E JORDAN
25376,SOUTHWESTERN ENERGY,USA,,1929,6580000000,14560000000,9380,HTTPS://WWW.SWN.COM,
25377,SOVENA GROUP,OEIRAS,FARMING FISHING,1956,,,,,
25378,SOVEREIGN CLOUD HOLDINGS LIMITED,AUSTRALIA,,,,,,,MR PHILIP DAWSON
25379,SOVEREIGN HEALTH,UNITED STATES,FITNESS WELLNESS,2009,,,,,
25380,SOVOS BRANDS,USA,FOOD,,1370000000,719000000,,,
25381,SOWPARNIKA,INDIA,REAL ESTATE,2003,,,,,
25382,SOZAP,SWEDEN,VIDEO GAMES ENTERTAINMENT,,7740000,,35,,MR RADE PROKOPOVIC
25383,SP APPARELS,INDIA,FASHION TEXTILE,2006,,,,,
25384,SP ARCHITECTE,FRANCE,CONSTRUCTION,2009,,2825876,18,HTTPS://WWW.SPARCHITECTE.COM/,
25385,SP CORP LTD,SINGAPORE,,,,,10,,
25386,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIARIO FII,,,,,,,,
25387,SP GROUP A S,DENMARK,,,,,2511,,MR FRANK GAD
25388,SP PLUS CORPORATION,,TRANSPORTATION,,700000000,750000000,10800,,
25389,SPA ARENDUSEO 14851859,TARTU MAAKOND TARTU LINN TARTU LINN RIIA TN,ACTIVITIES OF SAUNAS SUNBEDS AND MASSAGE SALONS AND OTHER SERVICES RELATED TO PHYSICAL WELL BEING,,,,,,
25390,SPAADEPAKKUMISEDO 16392545,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA HARIDUSE TN,RETAIL SALE VIA MAIL ORDER HOUSES OR VIA INTERNET,,,,,,
25391,SPAAEDO 12002033,HARJU MAAKOND ANIJA VALD AEGVIIDU ALEV J E TN,CONSTRUCTIONAL ENGINEERING TECHNICAL DESIGNING AND CONSULTING,,,,,,
25392,SPAANIAO 12248946,HARJU MAAKOND TALLINN N MME LINNAOSA P RNU MNT,NON SPECIALISED WHOLESALE TRADE,,,,,,
25393,SPAAVAADEO 14900842,HARJU MAAKOND TALLINN HAABERSTI LINNAOSA KRISTENI TN,HAIRDRESSING AND OTHER BEAUTY TREATMENT,,,,,,
25394,SPABALANCEO 16501632,HARJU MAAKOND TALLINN MUSTAM E LINNAOSA A H TAMMSAARE TEE A,ACTIVITIES OF SAUNAS SUNBEDS AND MASSAGE SALONS AND OTHER SERVICES RELATED TO PHYSICAL WELL BEING,,,,,,
25395,SPACE COMMUNICATION LTD,ISRAEL,,,,,56,,
25396,SPACE INTERNETWORKING CENTER,XANTHI,RESEARCH,2010,,,,,
25397,SPACE MATRIX DESIGN CONSULTANTS,SINGAPORE,REAL ESTATE,2001,,,,,
25398,SPACE2BO 16353077,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA TORNIM E TN,WHOLESALE OF FURNITURE CARPETS AND LIGHTING EQUIPMENT,,,,,,
25399,SPACE8O 14609360,HARJU MAAKOND J EL HTME VALD NEEME K LA UNTAUGU TEE,RENTAL AND OPERATING OF OWN OR LEASED REAL ESTATE,,,,,,
25400,SPACEAGENCYO 14971546,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA LIBLE TN,PRODUCTION AND PRESENTATION OF LIVE CONCERTS MUSICAL CREATION AND OTHER SIMILAR ACTIVITIES,,,,,,
25401,SPACEANALYZERO 14044293,,,,,,,,
25402,SPACEARTO 11531396,TARTU MAAKOND TARTU LINN TARTU LINN NARVA MNT,DATA PROCESSING HOSTING AND RELATED ACTIVITIES,,,,,,
25403,SPACEBARCOMPANYO 14309600,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25404,SPACEBUSO 16294305,HARJU MAAKOND KUUSALU VALD PUDISOO K LA M NNIM E,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25405,SPACECLOUD,SOUTH KOREA,PROPERTY,2013,,2,22,HTTPS://WWW.SPACECLOUD.KR/,
25406,SPACECOMMSALLIANCEO 16548390,HARJU MAAKOND TALLINN LASNAM E LINNAOSA MERA TN,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,
25407,SPACECONTEXTO 14537293,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA NARVA MNT,ACTIVITIES OF HOLDING COMPANIES,,,,,,
25408,SPACECRAFTANATOMYO 16514876,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA ERIKA TN B,OTHER RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES AND ENGINEERING,,,,,,
25409,SPACECUBEO 14374709,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA P S DA TN,BUYING AND SELLING OF OWN REAL ESTATE,,,,,,
25410,SPACEDRIPO 16064338,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA A LAUTERI TN,WATER COLLECTION TREATMENT AND SUPPLY,,,,,,
25411,SPACEEVENTO 12541511,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA LIIVAOJA TN,RETAIL SALE OF GAMES AND TOYS IN SPECIALISED STORES,,,,,,
25412,SPACEFAIRYO 14892829,HARJU MAAKOND TALLINN P HJA TALLINNA LINNAOSA KOPLIRANNA TN,ARTISTIC CREATION,,,,,,
25413,SPACEFEXFINANCEUSALDUSFOND 16518360,HARJU MAAKOND TALLINN LASNAM E LINNAOSA V IKE PAALA TN,TRUSTS FUNDS AND SIMILAR FICIAL ENTITIES,,,,,,
25414,SPACEFEXVENTURECAPITALO 16044258,HARJU MAAKOND TALLINN LASNAM E LINNAOSA V IKE PAALA TN,FUND MANAGEMENT ACTIVITIES,,,,,,
25415,SPACEGRAYO 14989405,HARJU MAAKOND J EL HTME VALD LOO ALEVIK KUUSIKU TEE,COMPUTER PROGRAMMING ACTIVITIES,,,,,,
25416,SPACEHUBSAFRICAO 16002610,HARJU MAAKOND TALLINN LASNAM E LINNAOSA L TSA TN A,WEB PORTALS,,,,,,
25417,SPACEIMPULSEO 14527857,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA NARVA MNT,DATA PROCESSING HOSTING AND RELATED ACTIVITIES,,,,,,
25418,SPACELABO 12550800,HARJU MAAKOND TALLINN HAABERSTI LINNAOSA SOOLAHE TEE,VISITOR FLATS,,,,,,
